Timestamp,X-Axis-plate,Y-Axis-plate,Z-Axis-plate,X-Axis-extrusion,Y-Axis-extrusion,Z-Axis-extrusion,Tension
1572437371033,-0.211,-0.199,9.549,0.893,1.88,-10.96,349.3
1572437371048,-0.12,-0.137,9.606,0.167,0.26,-9.589,347.5
1572437371048,-0.86,-0.23,9.63,-0.252,0.107,-9.962,344.6
1572437371048,-0.297,-0.286,9.559,0.27,1.613,-9.96,340.0
1572437371064,-0.148,-0.116,9.523,0.901,-0.53,-10.135,345.8
1572437371064,-0.76,-0.167,9.654,0.432,-0.125,-9.979,342.0
1572437371064,-0.198,-0.174,9.587,-0.163,1.286,-10.116,348.8
1572437371080,-0.213,-0.194,9.622,0.508,0.173,-9.624,343.0
1572437371080,-0.189,-0.159,9.57,0.29,-0.243,-10.176,345.6
1572437371080,-0.145,-0.217,9.588,0.195,0.52,-9.611,348.1
1572437371096,-0.214,-0.175,9.542,0.208,1.111,-9.971,349.8
1572437371096,-0.132,-0.125,9.641,0.485,-0.78,-10.65,351.1
1572437371096,-0.11,-0.323,9.672,-0.309,0.716,-10.81,345.1
1572437371111,-0.195,-0.95,9.553,-0.377,0.665,-10.236,345.9
1572437371111,-0.239,-0.175,9.502,0.946,-0.736,-9.11,348.5
1572437371111,-0.228,-0.275,9.579,0.764,1.11,-10.195,344.9
1572437371126,-0.166,-0.134,9.657,-0.268,0.652,-9.53,346.7
1572437371126,-0.197,-0.17,9.559,0.34,-0.128,-10.288,348.1
1572437371126,-0.113,-0.16,9.612,0.167,-0.88,-9.557,346.1
1572437371142,-0.231,-0.226,9.531,0.485,0.7,-10.36,348.0
1572437371142,-0.189,-0.192,9.595,0.152,1.231,-9.822,348.4
1572437371142,-0.121,-0.208,9.622,0.545,-0.738,-9.541,346.2
1572437371158,-0.26,-0.155,9.57,-0.667,0.829,-10.103,344.7
1572437371163,-0.172,-0.206,9.629,-0.37,0.908,-9.662,345.0
1572437371168,-0.142,-0.265,9.584,1.4,0.64,-9.728,353.8
1572437371173,-0.194,-0.88,9.548,-0.354,0.426,-9.988,349.4
1572437371177,-0.147,-0.15,9.597,0.8,-0.38,-9.926,346.0
1572437371183,-0.202,-0.241,9.54,0.371,0.624,-9.751,349.8
